summary,type,category
but have been consistently going to ravi the last 3 years efficient and honest tailor they may not be the cheapest,ShoppingTravel,1
but have ordered during their home visits just received my second batch of 4 white ceo shirts,ShoppingTravel,1
but he turns out great work almost all the tailors i met in bangkok and i went round about fifteen shops before i started getting stuff made i had plenty of time in the city,ShoppingTravel,1
but here there is also the opportunity to go on the roof where you can enjoy the amazing bangkok s view moreover at the top there is a bar and a nice skywalk i suggest walking on the glass,NatureTravel,0
but his driving was wonderful our first stop was doi inthanon nation park,NatureTravel,0
but i also suggest you to stop and have lunch in this was colorful and clean market it offers a,ShoppingTravel,1
but i cannot we dove every dive on scandinavian diving center koh chang s boats,NatureTravel,0
but i decided to buy a few more shirts and trousers while i again was in bkk for vacation good service and,ShoppingTravel,1
but i did it myself and these people are quite friendly and hospitable leave your shoes at the vestiary and,ShoppingTravel,1
but i do not dive that much therefore,NatureTravel,0
but i doubt it best go for rod fai night market,ShoppingTravel,1
but i give it a 5 because the people here are very friendly and it is really authentic thai all sorts of food available and i had a great khao man gai lunch if you haven t,NatureTravel,0
but i guess wuith friends in very high places you can get away with anything it is an absolutely beautiful beach,NatureTravel,0
but i had a great time there in the holidays there was nature everywhere,NatureTravel,0
but i have to say that the night market was a sad experience it was dirty,ShoppingTravel,1
but i might have gone a bit early reached there at 6pm and there could not have been more that 10 customers in that park the rides look fun,NatureTravel,0
but i personally found it quite average the temple dates back around 400 years,NatureTravel,0
but i was prepared by taking tablet for sea sickness the cost of tour was thb 2800 for adult i liked that,NatureTravel,0
but i would like to talk about lunch and shopping the all seasons place is a great place for both affordable lunch at the food courts,ShoppingTravel,1
but if you are looking for a great market,ShoppingTravel,1
but if you come by bike they make you park really far away all the fancy fancy cars can park at the door but cant offer one spot to motorbikes the mall it is self is a small open air type,NatureTravel,0
but instructor tom gave us all the tools to learn how to fly he s very patient i certainly was not a natural and it s a low stress,NatureTravel,0
but is probably one of the most beautiful of the island in general there are not so many people,NatureTravel,0
but is relatively upmarket good place for shopping,ShoppingTravel,1
but it has the feeling of a quiet oasis these days it s difficult for any bkk high end shopping mall to distinguish itself gaysorn suffers a bit from this challenge however,ShoppingTravel,1
but it is a very pretty and scenic temple the temple also has a multitude of statues of buddha which are fascinating the main building is very calm and tranquil,NatureTravel,0
but it is all takeaway hardly any seating it is an authentic thai night market,ShoppingTravel,1
but it is quite beautiful do take drinking water if you head into the trail ways good walking shoes are a must flip flops are not a good idea,ShoppingTravel,1
but it s worth it beautiful views,NatureTravel,0
but it was nevertheless a gorgeous little beach,NatureTravel,0
but it was quite a boat trip almost two hours by speedboat but not too bad as long as you are not prone to sea sickness,NatureTravel,0
but johnny made shirts from his measurements when we returned home,ShoppingTravel,1
but knew nothing about the various companies we learned of sea bees through our hotel,NatureTravel,0
but looks more like the souvenirshop in a themepark the usual touristic t shirts,ShoppingTravel,1
but lots of plastic garbage is under the trees bring shoes for swimming,ShoppingTravel,1
but may be one of the best tailors in bangkok i have used them and others for years and put quite a shilling there the quality of the work has always been to high standards and a few special garments they made for me,ShoppingTravel,1
but mr armon guide me which is the best suit for me made 3 shirts and 1 suit it is very funtastic birthday present for me,ShoppingTravel,1
but newman had left me with a sour taste after getting 3 shirts and 2 pants made there there was an indian staff who was rather unfriendly and just shoved the clothes up in front of,ShoppingTravel,1
but no snorkeling beach clean beach,NatureTravel,0
but not great either close to central world easy 10 minute walk bars are in the back of the market and numerous food stalls in the center area the 3 or 4 biggest all seemed to have the same menu but decent selection,ShoppingTravel,1
but not here we had a great time with the elephants,NatureTravel,0
but not so fantastic if you are looking to do some shopping go to mbk,ShoppingTravel,1
but not sure why this is called  grand  for a start it actually has no central department store,ShoppingTravel,1
but not too challenging restaurant pro shop is ok bring your own clubs as rental clubs are old especially for ladies,ShoppingTravel,1
but nothing nauseating some great views of,NatureTravel,0
but now it rivals khao san road as one of the more densely populated tourist haunts in the city we visited during the day when the street was peaceful and,NatureTravel,0
but only 10 minutes by taxi from mo chit bts if you want to see a market in bangkok which is not a tourist market but a place where thai people come to eat and shop,ShoppingTravel,1
but only if you are in this area as all temples in bangkok are wonderful,NatureTravel,0
but otherwise nothing floats just another bargaining market,ShoppingTravel,1
but our captain bob was funny and our guide knowledgeable alex paddled our kayak with some skill as was high tide in the caves he pointed out lots of interesting cave,NatureTravel,0
but our guide skipped over one of the temples unfortunately maybe due to time overall though it was very nice they picked us up and transported between places,NatureTravel,0
but paul and his team made the whole thing easy comfortable to reach phi phi island by speed boat,NatureTravel,0
but pulled into the car park and saw a sign that said 250m walk to the waterfall after the arduous walk to waterfall,NatureTravel,0
but quite refreshing for chinese style colourful and climpse of sea so worth a visit since its free and there is not so much to see in the island,NatureTravel,0
but remember to dress respectfully,ShoppingTravel,1
but so glad my brother and i were able to stumble upon krishnas shop on our way to,ShoppingTravel,1
but the access pontoon to hong island lurched up and down with the waves and people on it like afunfair big,NatureTravel,0
but the best temple with good view,NatureTravel,0
but the children absolutely loved it if you are looking for a hotel right on the beach there are several opportunities here where you can,NatureTravel,0
but the driver picked us up and guided us to the pier our boat had a deck and we were seated there for a good view buffet,NatureTravel,0
but the entire day felt like we were in a postcard every island spot was literal heaven,NatureTravel,0
but the first two had lovely snorkelling spots,NatureTravel,0
but the fourth wall is formed by the river mekong,NatureTravel,0
but the jeans were not obviously jeans are not their fort in summary go there for shirts,ShoppingTravel,1
but the market outside is very interesting especially at night it is a whole new experience,ShoppingTravel,1
but the policeboat memorial in khao lak we have recently been to 9 11,NatureTravel,0
but the remaning was a disaster arriving at either island no 4,NatureTravel,0
but the road gets more dangerous year by year better go there by car it is some kms south of hua hin beach is wonderful and due to location not so crowded during week avoid it at weekends,NatureTravel,0
but the road is not too good the view is okay,NatureTravel,0
but the safety level seemed high and i had a great experience 1 dive from the bay and 2 from a boat with them i felt very safe,NatureTravel,0
but the sands are golden and the views breathtaking take a closer look though and at high tide in particular the true,NatureTravel,0
but the staff was super helpful and they made me feel safe in the water many dives in a day so you really see a lot very good thai food,NatureTravel,0
but the stalls are great a lot of clothes though but the stall holders are really nice and you don t have to bater a lot we got really ripped off with the price of our taxi,ShoppingTravel,1
but the style is exuberent and traditional the temple has a lot of nice detail and you can walk up to the top of,NatureTravel,0
but the temple is open,NatureTravel,0
but the top of the temple is not the same copy always like this it is just copy from khmer nowadays like chinese park has copies from angkor thom too,NatureTravel,0
but the vegetarian food court had closed a couple months ago still some other related businesses seem to be open,ShoppingTravel,1
but the view is really fantastic we saw the big buddha and went up to the top they have a nice family or individual blessing ceremony by a monk that s worth doing we donated a little money afterward i think,NatureTravel,0
but the view is well worth it i saw people in flip flops but i would recommend something with more traction,NatureTravel,0
but the view is worth it but keep in mind,NatureTravel,0
but then i met pk they took the time and gave me perfect advise the suits and blouses were perfectly tailor made when i,ShoppingTravel,1
but then i walked into martin s tailor alex made the entire experience a breeze very professional in his approach,ShoppingTravel,1
but there is a nonstop sentimental song playing on loud speakers rather than being able to hear the birds and enjoy nature i found myself looking forward to getting away from the annoying music i would not go back or,NatureTravel,0
but there is a shop in ao nang collected on time from hotel for short drive to beach to catch a longtail to the dive boat nice,ShoppingTravel,1
but there is way to many tourists on the island which is a shame the island are so beautiful,NatureTravel,0
but they have free shuttle bus from nearby mrt station,ShoppingTravel,1
but they took me to a crocodile farm,NatureTravel,0
but they were enough to provide the dozen or so visitors a first hand experience in elephant grooming and feeding the introductory lecture delivered by the owner was too long,NatureTravel,0
but think that i was treated well at a fair price i had a jacket made and 8 9 shirts of which all are cut well and the workmanship seems better than my last tailor,ShoppingTravel,1
but this is my favorite beach in koh phangan,NatureTravel,0
but this time i climbed to the top of the hill there were a small temple and a fantastic view towards bang saen beach on one side and towards ang sila on the other there were fewer monkeys than i,NatureTravel,0
but this was a nice little night market in town good amount of options for market food,ShoppingTravel,1
but to me they were really nice i did suffer a bit of an ear damage on my very first dive,NatureTravel,0
but visited the snake farm as my oh wanted to go paid quite a lot of money,NatureTravel,0
but walking around the village with our guide was very educational the floating soccer field and the story behind it was interesting the market has a few unique hand made things,ShoppingTravel,1
but was allured by the inexpensive clothing i came across dave s fashion on the street near khaosan road,ShoppingTravel,1
but was quickly sorted out we visited some view points south of patong and phuket city,NatureTravel,0
but was shocked to see tourist riding elephants on the roads in 38 degree heat how can our species be this stupid,NatureTravel,0
but we had trouble to find a good start location where we could rent a long tail boat finally a local person helped us mekhala river cruise pier,NatureTravel,0
but we have never gone to the beach due to the distance reading great reviews on social media,NatureTravel,0
but we were originally going to another tailor when we first came here,ShoppingTravel,1
but well worth the climb the views of the city are wonderful and given,NatureTravel,0
but went out with 5 shirts,ShoppingTravel,1
but were disappointed as they had ceased the floating market a few months ago only a normal marker,ShoppingTravel,1
but what best are the cafes which are terraced right on the beach one can have a meal or a drink while enjoying the atmosphere you can even laze or swim at the pool and enjoy the day with,NatureTravel,0
but when i saw the quality and fine work of kumar on the dress shirts and suit my husband was having made,ShoppingTravel,1
but when it comes to interior and atmosphere wat mangkon is actually far more impressive to avoid the crowds of nearby,NatureTravel,0
but when we arrived they informed us that this place was closed apparantly they don  t organisme this market anymore,ShoppingTravel,1
but wished we did resorts accommodation were right on the beach,NatureTravel,0
but with large areas devoted to mobile phones mingling with fast food premises but there are numerous high stores as well and,ShoppingTravel,1
but with so much coming and going from the island,NatureTravel,0
but you can swim you are longer in the car then you can enjoy the waterfall or emerald pool,NatureTravel,0
but you will be disappointed if you come to do some normal shopping it is just across from platinum,ShoppingTravel,1
by accident we learnt that you could go elephant bathing close to khao lak we found a taxi driver and asked him to take us there early afternoon the place is located about 15 minutes drive outside the town where they have 3 young elephants,NatureTravel,0
by far my favorite shop and my favorite cloths,ShoppingTravel,1
by far my favourite temple i have been to in a while the red clay is something different and the architecture and detail is insane would recommend but you cannot spend very long here the heat will get you,NatureTravel,0
by far some of the most amazing sophisticated yet cool and fresh island wear amazing men collection,NatureTravel,0
by far the best beach for swimming and relaxing on far less rubbish and washed up debris than the other beaches monsoon low season though so im guessing high season has more cleanup happening,NatureTravel,0
by far the best guided city bicycle ride we have ever done lots of fun with our guide on and loved riding through the small alleys of bangkok,ShoppingTravel,1
by far the best tailor in town would not go anywhere else my friends and i came in and were treated like family,ShoppingTravel,1
by far the best tour ever for the price for the phi phi island,NatureTravel,0
by far the worst dive school i ever dived with most of the equipment was old and damaged the pressure gauge information console of my buddy stopped working at 30m depth the owner did not take this problem seriously at all in addition to,NatureTravel,0
by our opinion best tailor in hua hin good price excelent material and work we can recommended just nearby grand centara hotel in hua hin on the route to the beach hua hin,ShoppingTravel,1
by recommendation i visited sam and co to get a suit and some shirts made from the moment you approach the door,ShoppingTravel,1
by the way and crossed the connecting footbridge to find ourselves at the entrance to this plaza so we decided to,ShoppingTravel,1
called in for second time in november 2018 and ended up having 3 new shirts made workmanship is first class and great service,ShoppingTravel,1
called up a few tailors all over samui i was willing to travel to them at whatever the cost to get this altered none of them said it was possible,ShoppingTravel,1
calm relaxing tour to experience meeting elephants in their natural environment,NatureTravel,0
calm sea,NatureTravel,0
came across this beautiful church on our way back from the waterfalls the church has some fine artifacts and interior father roman is a very good religious guy and knows phuket very well suggested some good places to visit,NatureTravel,0
came across this mall by accident while i was making my way to central lad phrao it is accessible by the sky walk after exiting from the mrt station phahon yothin union mall categorizes their stores very well you can expect a platinum mall kind of,ShoppingTravel,1
came across this wonderful tailor bobby he made me a wonderful indian suit with a shirt perfect fitting,ShoppingTravel,1
came back for the jungle tour first tour was the city tour experienced guides,NatureTravel,0
came back here again for the 2nd time my bf realize their quality of work and how professionals they are till we have to come back here again to do another blazer and shirts for him good job,ShoppingTravel,1
came by w boss international tailor while on holiday in thailand and have never had such great service before in a tailor shop,ShoppingTravel,1
came for shirts,ShoppingTravel,1
came here as a part of a booked tour from mintita travels this was our second stop for the day post the visit to karon view point the place is not well maintained,NatureTravel,0
came here july doing the hike from sairee beach nice walk from sairee to mae haad was 30 min but tons of shops so you will not be bored then you hit mae haad take a break and grab a bubble tea or fruit shake or,NatureTravel,0
came here to visit art in paradise this mall is accessible conveninetly by mrt thailand cultural centre rest all average like food and shopping,ShoppingTravel,1
came here with a friend and we were really satisfied with the quality and the turnaround of our shirts,ShoppingTravel,1
came in after another shop tried to over price me and my friends but came to mr rai,ShoppingTravel,1
came into the shop and he gave us a seat and free water bottles to escape the heat initially,ShoppingTravel,1
came to ayutthaya to see the temples,NatureTravel,0
came to joseph through recommendations in ta and google maps a lot of tailors in ko samui joseph was very kind,ShoppingTravel,1
came to khaolak thailand for a good rest and to make a nice suit for myself chanced upon hofer and went in thinking that there are other shops i could see turned out this is the only shop i need was attended to by mr,ShoppingTravel,1
came to this beach with a day tour that visits racha yai iand and this banana besch this is a nice and clean beach with fluffy sand not too busy and one of the best snorkeling spots with lots of fish in clear water perfect,NatureTravel,0
came upon this shop after a night of wandering the night market and they have beautifully crafted goods unlike any we saw elsewhere made of silk we were drawn in by one item and ended up buying something much more expensive due to its beauty,ShoppingTravel,1
came upon this tailor alex about 30hours before departure asked if he could deliver 3 suites and 3 shirts before i left he did and deliver them to me at my hotel they were perfect i recommend alex 100,ShoppingTravel,1
camping place at the foot of mountain,NatureTravel,0
can be viewed as another temple in bangkok city,NatureTravel,0
can be viewed from a boat only looks just like any other island in the area beach looks very nice but tourists are not alowed to go ashore,NatureTravel,0
can get many clothes,ShoppingTravel,1
can quickly get familiar with the city,ShoppingTravel,1
can speak english prices are cheap reasonable sitting area on the stairs rubbish bins provided mall has some good shops massages are 150 baht department store and cinemas there s a 20 baht store on,ShoppingTravel,1
can t commend iq highly enough bjorn and natt as our guides today were highly knowledgeable 18m dredger wreck dive just what we wanted a morning activity being divers since 2012 but only doing this on holiday they were patient and kind especially for my,NatureTravel,0
can t speak highly enough about in to the wild elephant camp i spent ages researching ethical elephant sanctuaries and comparing and decided on this one because of the reviews and the fact that they support the local community around them it was fantastic,NatureTravel,0
canada and the us we visited the markets,ShoppingTravel,1
cannot believe bangkok has soooo many nice cafe i like the bloc because it is built with different containers with a good view too it is a bit hard to get there,NatureTravel,0
cant say thank you enough to the sea turtle divers team,NatureTravel,0
care for and look after the poor elephants that have been bought up in the cruel tourist trades these elephants are,NatureTravel,0
carefree mood and security seems good this city never,ShoppingTravel,1
carters tailors demonstrated a very processional service from the outset they gave me a range of different materials in order to tailor a suit jacket and trousers completed in 24hrs the suit fits perfectly and is a cashmere wool blend although more expensive than others,ShoppingTravel,1
caught a bath bus from white sand beach to klong plu waterfall paid 200bht per person for entry into national park a twenty minute walk to reach the waterfall stunning waterfall the volume of water coming down was huge it had rained quite heavy during,NatureTravel,0
cave chamber is huge after crawled through an small aperture entrance access is easy with wooden stair case with hand rail allocate 3 hours or more to appreciate the nature wonder powerful headlamp is a must as part of the cave is huge and,NatureTravel,0
cave tour and canoeing,NatureTravel,0
cave with painting about 3,NatureTravel,0
central,ShoppingTravel,1
central embassy,ShoppingTravel,1
central phuket consists of 2 wings floresta and festival floresta is the newer,ShoppingTravel,1
central pkaza in rayong is a big shop and all is really things in this big shop they have a lot of different shops and it is very expensive have also a lot of resturan and coffe bars you can chose different foods it is very clean,ShoppingTravel,1
central place with a great variety of stuff across categories well connected from the hotel via tuk tuk n close to bangla road,ShoppingTravel,1
central plaza chiang rai is similar to the other central malls in thailand it s a mall where you can buy about anything you are looking for or find anything to eat there are not as many stores as other central malls that i have been,ShoppingTravel,1
central plaza in bangna is located in an area outside the center of bangkok though is part of bangkok it is a great place to shop and eat there are many restaurants within the shopping mall but i would suggest heading straight over to the,ShoppingTravel,1
central post office is the center of many new creative designers and also a place for organizing various important events in thailand and in the picture is a trip to the bangkok design week2019 event is bringing the work of the designers of,ShoppingTravel,1
central s are great malls dotted all over thailand with everything you need and sometimes more this central was perfect for us during our day trip to rayong relatively new by the looks of it,ShoppingTravel,1
central world and isetan they are vendors,ShoppingTravel,1
central world plaza,ShoppingTravel,1
centralworld is near chit lom bts,ShoppingTravel,1
certainly a different shopping experience compared to going to the mall shopping stalls alongside a river bank and not to mention floating boat shops,ShoppingTravel,1
certainly recommend visiting this area short boat trip from sairee beach or you will stop on the way if you do a snorkelling trip the sand beach itself is strewn with dead pieces of coral so barefoot approach to the water is very uncomfortable,NatureTravel,0
chai chet is a small place but the beach is really nice not to busy clean and peaceful we had a week here,NatureTravel,0
chai took us on the most wonderful experience of our lives the guide was very knowledgeable about the entire area and you can tell they really love the elephants like family the hike was beautiful,NatureTravel,0
chained up with no water or shade i presume they were taken across the road for the tourists to  ride  and swim but the actual elephant camp looked atrocious,NatureTravel,0
challenging island hoping due to strong winds,NatureTravel,0
challenging with some great views i would recommend this course to anyone if you,NatureTravel,0
chanced upon this place while we were walking around weekend night market the mall is accessible through a flight of stairs in the supermarket,ShoppingTravel,1
chanced upon this shop during my holiday outing custom made a long sleeved shirt and it fits perfectly well the design is good too,ShoppingTravel,1
chandra was a surprise find in surin beach gorgeous designer clothes and accessories i picked up a lovely summer dress which will be my go to party dress this season and a unique necklace with a black lava stone they even threw in a gwp of,NatureTravel,0
changes etc it s a good place if you need tailor made suits,ShoppingTravel,1
character and traditional lanna decor we had the one bedroom suite on the top floor which overlooked the local temple complete with monks,ShoppingTravel,1
charged for the entire order in a written email they confirmed that they have not made the rest of the shirts and when i disputed the charge they sent the credit,ShoppingTravel,1
chartered a private longtail from 1pm to 5pm got there as the day tours were leaving we had the whole beach to ourselves for a couple hours the beach is worldclass outstanding bluest of water and whitest sand amazing,NatureTravel,0
chatuchak market is named after the park because it is right next to it the park has a small lake in the park and 3 aerators move themselves around locals love to come here with friends and family to relax there are playgrounds for children,ShoppingTravel,1
chatuchak park is a must see and is a short walk from chatuchak weekend market after spending time in the market,NatureTravel,0
chaum beach nice for family,NatureTravel,0
chaweng is big and nicest beach in samui should try beach at chawaeng south,NatureTravel,0
cheap market for clothes and accessories for the younger crowd spotted university uniforms too hidden away behind maya shopping mall it is much smaller and less to see more for locals some food stalls with lower prices,ShoppingTravel,1
check out the large shop at the front then go around to the left hand side and walk down the road into the suburb behind where you will find a large map of all of the potteries available for you,ShoppingTravel,1
checked out a few tailors in silom road and glad i stuck with alex alex was professional and really helpful in choosing fabrics from a wide range of colors and patterns suit and shirts were ready less than a week with multiple fittings price,ShoppingTravel,1
chee chin khor is a chinese foundation that has been supporting the poor since 1952 there is a beautiful temple and a pagoda on their property,NatureTravel,0
cherngtalay markets are on soi bang tao 2 which is the road that runs off the main bang tao road alongside tesco lotus these local markets are on 2 nights a week mondays and thursdays and start around 4pm the rest of the time you,ShoppingTravel,1
chiang saen is a nice old town there are many temples we visited temples here on the way back from the golden triangle to chiang rai good to visit,NatureTravel,0
chiang saen provides a glimpse into traditional thai life and gives an understanding of the role of the mighty mekong in history we stayed at a lovely little place on the river and enjoyed watching the barges,NatureTravel,0
chiangmai fresh market that has everything with cheap prices you can visit both night and day,ShoppingTravel,1
chill and this beach served gooood food massage,NatureTravel,0
china town for street stall snacks,ShoppingTravel,1
chinatown s secret shopping mall with good prices and it is covered so that you can stay safe if it rains or want to shelter from the sun,ShoppingTravel,1
choose the two day trekking at ethnice hill tribe eco trails we had a blast stumbling through parts of the jungle that few had crossed before our guide spoke english very well and told us loads of stories about thai,NatureTravel,0
choosing the best dive center option in phuket is not easy i was lucky to find dive link and i would suggest it to everyone wanting to have an exclusive diving experience gus,NatureTravel,0
chris and raj are very professional they delivered suits at my house in rawai only one two fittings done i tried other tailors in phuket before,ShoppingTravel,1
cinema halls and a huge water park for the whole family but get very clear understanding before you enter the waterpark there is free train ride if,NatureTravel,0
city pillar shrine of surat thani province is a place where people who come to visit must come to pay homage to the blessing to take pictures as a place where many people respect surat is very sacred i have faith that what would that,ShoppingTravel,1
city streets,ShoppingTravel,1
city tour in town and they are patiently wait for us without any noice price is reasonable and they,ShoppingTravel,1
clarisse was amazing he completely take over all the responsibilities without tension she gives her best half day trip was excellent with snorkelling disappointed was will not seeing shark,NatureTravel,0
clean and lovely sand on this beach the sea is warm but not deep making it ideal for children but if you are a keen swimmer you will have to go out a long way to get out of your depth lots of trees,NatureTravel,0
clean and neat a great temple for people from all walks of life to worship the enlighten lord buddha,NatureTravel,0
clean and new bus spacious and comfortable much nicer than taking sardine packed mini van wifi on the bus good view driving,NatureTravel,0
clean beach crystal clear water lots of restaurant around big indian restaurant available too the water is not as blue green as shown in pictures,NatureTravel,0
clean environment and an amazing feeling from having done it wear comfortable shoes,ShoppingTravel,1
clean pathways and toilets being the major point where people take boats to the popular phi phi island,NatureTravel,0
clean white sand beach there are many islands surrounding this beach vsitors can dive to see beautiful coral in this place,NatureTravel,0
clear and clean sea,NatureTravel,0
clear and shallow really great for small children several bars and places to eat along the beach surrounded by palm clad hills number of supermarket,NatureTravel,0
clear colour beach,NatureTravel,0
clear water need to walk out a long way at low tide to get any depth fabulous sunsets only downside is all the dope being smoked in the area but that is not the beach s fault,NatureTravel,0
clearly koh lipe has become overly commercial in recent years the old places remain the same while the newer more expensive options are as nice as can be under the conditions a remote small island white sand paradise too many boats have all but completely,NatureTravel,0
clever enough to have those kind of sea creature have an organisation together cool and nice place to see they are good on their bussines and education,NatureTravel,0
climbing the mountain up and down to the cave,NatureTravel,0
clocking up 11 dives around the surin islands,NatureTravel,0
close to bangsak merlin resort lovely to walk along in the morning when only a few people are out nice clean beach used by the locals at the weekend picnic area and shade available eating places as well,NatureTravel,0
close to ping river and pedestrian bridge,NatureTravel,0
close to terminal 21 mall either get off nana skytrain stop or asok skytrain stop and walk here koreans who miss korean food come here to dine japanese,ShoppingTravel,1
close to the banks of the chao phaya river the original temple,NatureTravel,0
close to the busy chiang mai night market and a variety of,ShoppingTravel,1
close to the river oasis of peace beautiful house in chineese style was touched by the time,NatureTravel,0
close too early mall closes at 10 but many of these stores close much earlier food courts are below average in general,ShoppingTravel,1
clothes,ShoppingTravel,1
clothes,ShoppingTravel,1
clothes and accessories were available here one of the brands had a big sale of ladies sandals and bought a good pair at a steal good to spend an hour or,ShoppingTravel,1
clothes and gift,ShoppingTravel,1
clothes and souvenirs,ShoppingTravel,1
clothes and souvenirs affordable however,ShoppingTravel,1
clothes and things to take home from thailand check out the small booths inside you might find just what you are looking for,ShoppingTravel,1
clothes are really beautiful,ShoppingTravel,1
clothes or snacks,ShoppingTravel,1
clubs for hire not the best but course layout and view makes up for all that you must take a caddy 300baht plus tip but that,NatureTravel,0
cm armani are very professional and uit for my husband and 5 shirts in about two days hewas helpful is advising us all the material choice he is very professionalhelpful they made a very nice s and friendly and took our complaints well we will definitely,ShoppingTravel,1
coco and his boat crew are some really nice people to go on a boat tour with around the phi phi islands they were both energetic and enthausiastic they also knew alot about the history behind the island they were very informative the boat was,NatureTravel,0
coffee or water with biscuits then a quick informative guide as to our island tour,NatureTravel,0
coffee shop,ShoppingTravel,1
coffin and the monks go around of the tower in the wat i just saw some miss la sen dolls in jj mall which is near chatuchak flea market,ShoppingTravel,1
cold a c beautifully appointed great food court all the expensive shops you would find anywhere,ShoppingTravel,1
colourful and peaceful chinese shrine a tranquil pocket in old phuket town good for a short meditation session to pay respect nice street passage to keep the noise of the bustling old town its definitely a nice spot to just to be in,ShoppingTravel,1
colourful dressed up hawkers peddling good food on their boats area is surprisingly clean as well some other stalls selling other souvenirs and clothes as well worth the visit a must in fact,ShoppingTravel,1
combination of market and food stools one has to bargain persistently to gat value for money a lot of fake goods on offer good place to sample local thai food very busy place and at the times may not be comfortable to walk around all,ShoppingTravel,1
come and experience this local market if has all of the smells and sights you d expect of a market that the locals use as a tourist you probably won t buy anything,ShoppingTravel,1
come here hungry whatever you fancy you will be sure to find it here food is fresh and tasty and the choices are limitless if you are not hungry you can shop for everything from trinkets and clothing to household items filled with both tourists and,ShoppingTravel,1
come in bangkok and find this very nice tailor products of high quality and very helpful management i recommend this for those who search for good quality smokings for good prices,ShoppingTravel,1
comfortable and fun to be on schedule and locations of individual dives were planned to fit the onboard guests  skills,NatureTravel,0
comfortable for do things here on normal days mon fri car parking shopping mall restuarants and super market also have dbd and centre of doing passort,ShoppingTravel,1
comfortable service and affordable prices it is a very nice place to be with a smiling and understanding tailor the result of the shirts is definitely,ShoppingTravel,1
commitment to quality and above all the desire to please the customer shirts,ShoppingTravel,1
communication was great with kate owner from the start and the trip was tailored to suit our requirements tan co owner and guide selects the best location for the trip based on the weather and tide times making it a unique experience our trip was located,ShoppingTravel,1
compare to 15 years ago when i visited this island,NatureTravel,0
compared to markets in bangkok and phuket we found this one a let down the only real bonus is the vendors don t seem to harass as much as other markets but then they aren t as open to haggling either other markets were also a lot,ShoppingTravel,1
compared to other night markets like chillva or the weekend night market but,ShoppingTravel,1
compared to tien beach which is only a 5 minute walk away,NatureTravel,0
comparing and contrasting the reviews of various tailors around the city i started corresponding with one tailor,ShoppingTravel,1
comparing to previous years the beach has been much more quiet less tourists and the water was much more dirty i always loved this beach but due to low maintenance it is going in the wrong way,NatureTravel,0
completed a great tour which took us to the farm stay on the way the guide kai was brilliant with the children keeping them going with lots of different activities i will not ruin the surprise just use these guys as they are excellent hosts our,NatureTravel,0
con artist avoid this place they charge my card to many times i disputed the transaction however the shop continues to lie,ShoppingTravel,1
congratulations mr sam and mr kim at mark one tailors in the main street of khaolak for the impeccable assistance and service during our visit to your shop for tailoring we were made comfortable and reassured of a great price right from the start and you,ShoppingTravel,1
considered isetan is a part of the central world zen,ShoppingTravel,1
constantly the place did not feel thai at all i tried to get a coffee across the buddha,NatureTravel,0
contrary to information available on the internet we preferred going there as it was closer to bangkok city,ShoppingTravel,1
convenience store,ShoppingTravel,1
convenient and delivery was prompt sean is very responsive on emails received the tailored shirts in good condition will be making my order for another 2 shirts soon thanks,ShoppingTravel,1
convenient as it is in central world and offers a taste of japan including a decent sized kinokuniya bookshop outlet also has authentic japanese food outlets and products sold in its supermarket,ShoppingTravel,1
conveniently connected to ekkamai bts station,ShoppingTravel,1
cool and comfortable to walk around very clean bathroom you have to take off shoes thai custom anyhow to get inside super friendly staff interesting exhibits,ShoppingTravel,1
cool beach without the hustle and bustle of white sands still a nice flat beach with clear warm waters nice beach front restaurants and beach bars on the south end,NatureTravel,0
cool to visit and walk through however very crowded and hot agree with a few of the reviews here saying same old stuff for sale and it is really but we went to enjoy the atmosphere,NatureTravel,0
coral dive,NatureTravel,0
coral island is a beautiful small island,NatureTravel,0
coral island with lunch,NatureTravel,0
could not ask for better got measured for a dress on monday,ShoppingTravel,1
couldn t recommend rate higher as a group of three newbie divers we were anxious for our first discovery dive,NatureTravel,0
countless stores,ShoppingTravel,1
couple of points you shoud consider booking a boat trip in ao nang and our experience with aonang speedboat tours 1 travel agents around the town are reselling same packages,NatureTravel,0
couple or large group its very nice beach but not so good for sunbathing on the beach,NatureTravel,0
course is always in nice condition always relaxed atmosphere,NatureTravel,0
course was great as there was nobody else in my diving course i was lucky to get a private course steven was very friendly and a professional who is patient and explains well also the dive trips coast dives and boat dives were well,NatureTravel,0
cr beach is a good place to chill,NatureTravel,0
crc tower,ShoppingTravel,1
creative tailor is not a big and looks as nice as other tailors by chaweng beach however,ShoppingTravel,1
crew was great they make sure that everyone hv enough food onboard the boat breakfast at poda island wth the sunrise was stunning,NatureTravel,0
cross the road and head to the night market tip after you are done with shopping at,ShoppingTravel,1
crossing the river by boat ride and everything else excellent bikes even if your 2m,NatureTravel,0
crowded beaches tons of tours drop off their passengers who walk around for an hour before going to the next island the snorkeling at chicken island should have,NatureTravel,0
cruiser island resort is worth a visit,NatureTravel,0
crystal clear water with soft golden sands to walk around unbeatable sunset scene really experience of a lifetime,NatureTravel,0
currently bought 5 suits and 10 shirts thank you for my latest suit,ShoppingTravel,1
currently here staying in andakira hotel tour booth is in the left lane when u leave hotel booked sightseeing trip to phuket great trip stopped at viewpoint,NatureTravel,0
