summary,type,category
i stayed here for 2 night and what a lovely place it was,LocationReviews,0
i stayed here for 2 nights and felt very comfortable,ServiceReviews,1
i stayed here for 4 days and was so very very happy x peaceful serene and clean the japanese restaurant amazing staff soopa lovely away from the hustle and bustle,LocationReviews,0
i stayed here for 5 weeks whilst studying my tefl nearby at text and talk academy,LocationReviews,0
i stayed here for 8 nights it was a nice hotel close to restaurants just 2 min walk to the bts station,LocationReviews,0
i stayed here for three nights and the bunk was really nice and comfortable,ServiceReviews,1
i stayed here for two weeks and was very comfortable in my room on the 11th floor 21109,ServiceReviews,1
i stayed here in 2010 with friends and it was the most perfect place to stay,LocationReviews,0
i stayed here many time because i like hotel service and good take care of from staff especially mr,ServiceReviews,1
i stayed here on a whim after being at amsterdam bar for a little while i realised it would be a silly idea to jump on the moped and drive to the hostel that my bags were at,LocationReviews,0
i stayed here twice within a 10 day period a couple of days both times reception and service staff very average at best an older hotel that needs refurbishing there are better options near by as i investigated,ServiceReviews,1
i stayed in a one bedroom apartment and is was perfect,ServiceReviews,1
i stayed in the dorm on the ground floor located next to the reception,LocationReviews,0
i stayed in this hostel for about three weeks in november since i needed a home base in chiang mai and the hostel is a great place to both party and chill,LocationReviews,0
i stayed in this place for two weeks while visiting and working in the area,LocationReviews,0
i stayed there for 4 nights because it was close to my destination,LocationReviews,0
i stayed with my family in 301 room and i am impressed with service from mr sudhish who take care of every guest personally,ServiceReviews,1
i stopped in to tantawan s patong beach annex,LocationReviews,0
i stumbled upon jonadda guesthouse when i got grossed out after one night at number nice guesthouse next door and needed another place to stay,LocationReviews,0
i surely recommended it 100 for relaxing vacations its like being in the jungle with so much green,LocationReviews,0
i think main attribute of this place is how much the owner mr,LocationReviews,0
i think the title sums this place up,LocationReviews,0
i think they have downsized since the latest photos but it is still a nice quiet place,LocationReviews,0
i think this location is one of my favorites it is super close to the saturday night market and convenient to the the old town,LocationReviews,0
i think this park is better than the trekking tours only because it had no riding of the elephants,LocationReviews,0
i think what deserves the most credit is the service provided by the staff,ServiceReviews,1
i thoroughly enjoyed my stay at thomas place,LocationReviews,0
i thought it was a decent place until my gopro camera came up missing,LocationReviews,0
i thought of changing hostel on next morning but after i speak with the owner her intentions to serve us better in all possible way i could not leave her company,ServiceReviews,1
i took a 3 bedroom apartment and its so big,ServiceReviews,1
i ve been traveling for a while and i this place it only was misrepresented online,LocationReviews,0
i ve been visiting thailand for 20 years and longed for a place like it used to be well this is it okay,LocationReviews,0
i ve read the reviews we had one night here when our boat was cancelled because of paduk storm yes it is basic but very good value for money breakfast was very good and the staff were extremely friendly,ServiceReviews,1
i ve stayed in many hostels around the world but this was the worst place i ve ever stayed and i am quite simple person,LocationReviews,0
i visited during august when i arrived hotel staff very friendly and give us for information about chiangmai,ServiceReviews,1
i visited this place in june 2018 and it was a pleasure as always when i go to pattaya a must is to stay with these guys,LocationReviews,0
i walked everywhere as it was so central and the restaurants and cafes nearby are great the temple are beautiful and my room looked over,LocationReviews,0
i wanted a hotel that was close to phaya thai bts and airport link,LocationReviews,0
i wanted somewhere cheap close to malin plaza markets,LocationReviews,0
i was a bit worried that this hotel might be a bit isolated but it is right next to a small shopping area with decent restaurants,LocationReviews,0
i was a little annoyed that the gh didn t answer a question i sent about parking facilities but there is limited parking a viable,ServiceReviews,1
i was at twin bay for new years and had great time there the beach was one of the most beautiful calm and quiet away from the crowds,LocationReviews,0
i was clean and served its purpose,ServiceReviews,1
i was expecting a bed in a shed in the jungle,LocationReviews,0
i was given top floor room called a room with a view with private bathroom including water heater although i do not need one haha i can view chaofah river mangrove through my window clearly bed was comfortable with 2 pillows a blanket a rack and a wooden coach,LocationReviews,0
i was here for 3 nights and it was very quiet and well priced for this area plus mr,LocationReviews,0
i was here with my family last year and was impressed with its facilities,ServiceReviews,1
i was in a hostel in the same  but i have to tell how helpful the staff was with me even though i wasnt a guest,ServiceReviews,1
i was just there in january 2019 with my boyfriend and they must have just undergone a renovation because the whole place looked brand new and very clean,LocationReviews,0
i was looking for a private room with private bathroom with reasonable price good review,ServiceReviews,1
i was looking for place to celebrate my birthday with my family in phucket and i am happy that i choose this hotel,LocationReviews,0
i was looking for some personal space and quiet when i embarked on my retreat,LocationReviews,0
i was looking forward to visiting this place as it had been recommended to me,LocationReviews,0
i was not sure what to expect when booking but the hotels is new and clean,ServiceReviews,1
i was not told the bus was a tour bus so i was dropped out 4 km out of the city and had to walk an hour with my backpack,LocationReviews,0
i was on a budget trip and wanted to save on my accomodations but yet close to the clubbing scene at thong lor,LocationReviews,0
i was ony staying one night so wanted a hotel close to the airport,LocationReviews,0
i was quite excited about staying here as it was advertised as private pool and having a bath,ServiceReviews,1
i was really looking forward to what was served,ServiceReviews,1
i was recommended this hostel from someone back home so glad i went when we arrived they were so friendly the bunk bed and room and bathroom was all super clean you get a little locker to lock your money and passport,ServiceReviews,1
i was recommended this place some years ago by a local thai business man,LocationReviews,0
i was searching for a quiet place next to the main attractions of the city,LocationReviews,0
i was so happy i ventured upon this place,LocationReviews,0
i was so tired having been on the road for 24 hrs,LocationReviews,0
i was sooo happy i left my chain hostel in the old city and found onpoint,LocationReviews,0
i was staying at a apartment opposite the quarter poshtel so decided to check out this place,LocationReviews,0
i was the only sole on the beach,LocationReviews,0
i was there on new year s eve and when i booked i understand that it same place with b2 bang na i went to the wrong place,LocationReviews,0
i was told the address of this place and also the phone number to call,LocationReviews,0
i was very pleased with the room which was very comfortable with a sitting area and small kitchen,ServiceReviews,1
i was visiting diamond resort in order to visit relay beach,LocationReviews,0
i was wandering around phuket town after being discharged from the nearby bangkok hospital,LocationReviews,0
i was wanting a quiet relaxing place away from the usual hubbub,LocationReviews,0
i wasn t keen to eat at first because i m not the biggest fan of street food but after tasting his burger i decided to get one for myself,LocationReviews,0
i went several times to this old fashion hotel in sukhumvit area,LocationReviews,0
i went there cause i trained muay thai in a camp nearby pk saenchaimuaythaigym and i really liked the place,LocationReviews,0
i went there few weeks ago and i am really happy to stay in this place,LocationReviews,0
i will add all the plus point as well as negative ones good the staff at this hotel,ServiceReviews,1
i will use this review to walk though the hotel and just how perfect it is,LocationReviews,0
i wish this place was the first place i stayed at since then amazing food,LocationReviews,0
i wish we could have stayed more it is not on the beach,LocationReviews,0
i woke up because the ac that s located right above my head started pouring ice and water on me i called the front desk and the guy comes up to tell me there s nothing he can do,LocationReviews,0
i wondered how this place was going to be after reading several reviews,LocationReviews,0
i wondered if would find a good place to stay close to rajamangala stadium,LocationReviews,0
i work in the hospitality industry super yachts so was shocked with the service we received,ServiceReviews,1
i would definitely recommend this place to a friend,LocationReviews,0
i would had filed a big complain if the location would not be as nice as it is,LocationReviews,0
i would have loved to have stayed here longer as the rooms were beautiful and the beds incredibly comfortable,ServiceReviews,1
i would highly recommend this place to anyone,LocationReviews,0
i would higly recommended it to whom want to stay by an amazing sea without having noise and too many people around,LocationReviews,0
i would imagine i would also be a great place to spend some private time alone with your wife,LocationReviews,0
i would like to know why there is a full size window between the bedroom and the bathroom anyone,ServiceReviews,1
i would like to the reception that gave excellent service and they glad to assist 24 hours,ServiceReviews,1
i would like to totally recommend this place for people to love rest in very beautiful place its just a paradise on earth,LocationReviews,0
i would not call this place a resort but just plain accommodation set in the hills,LocationReviews,0
i would not stay here unless you want to stay in the resort or be close to the airport,LocationReviews,0
i would rate it as a decent hotel located in the prime location,LocationReviews,0
i would recommend for a meeting or similar as they seemed to have very good event staff on premises,ServiceReviews,1
i would recommend staying here again just know it has a stinky bathroom,ServiceReviews,1
i would recommend this place for budget traveler,LocationReviews,0
i would recommend this place to anyone that has their own car because this place does not have any shuttle to and from the pattaya s main areas,LocationReviews,0
i would recommend to stay here it is quite relaxed and chilled,LocationReviews,0
i would return to this resort if not for anything else but for the service received,ServiceReviews,1
i would say it is one of the best hostel s i have ever been so far the rooms are clean,ServiceReviews,1
i would say this hotel is a place to stay with such a high privacy,LocationReviews,0
icheck inn mayfair is located within pratunam area,LocationReviews,0
ideal destination for newly weds honeymoon,LocationReviews,0
ideal for relax break,LocationReviews,0
ideal for spanish people looking also for guidance on what to do in the city,LocationReviews,0
ideal location,LocationReviews,0
ideal location next to the bars,LocationReviews,0
ideal location to everything apart from khao san road,LocationReviews,0
ideally located in the heart of nimman a,LocationReviews,0
ideally set go to the pool at baan puri with very helpful and friendly staff,ServiceReviews,1
idyllic ocean location,LocationReviews,0
if clearly gets a lot of it s business from conferences and tours it s very busy but is well organized so it s not typically a problem although breakfast,LocationReviews,0
if i came back here i would return its got a good little vibe going on,LocationReviews,0
if it is not they have to get rid of the check in desk staff,ServiceReviews,1
if like us we chose this particular place as it was reasonably priced and as we thought would be quiet,LocationReviews,0
if the room cleaning service was conducted on a stricter schedule as opposed to random times every day then it would have been a five start review,ServiceReviews,1
if the staff gives little more time to improve this,ServiceReviews,1
if this place was 5 a night it would still be a ripoff,LocationReviews,0
if u want a peaceful boutique resort,LocationReviews,0
if you are comfortable on a motorbike,ServiceReviews,1
if you are coming here to entertain and have a night life you are on the best place,LocationReviews,0
if you are looking for a budget hotel near bts,LocationReviews,0
if you are looking for a budget place to stay that offers both dorms and single double rooms,LocationReviews,0
if you are looking for a decent place without tour groups or wild partiers located in the more respectable area of the city,LocationReviews,0
if you are looking for a hotel nearby the city but in a peaceful location this is the place to be the people here take very good care of the hotel and are also very kind,LocationReviews,0
if you are looking for a luxury villa in a quiet area this is the place for you,LocationReviews,0
if you are looking for a modern clean room in the heart of sairee at a good price then this is a good option,ServiceReviews,1
if you are looking for a peaceful beautifully kept small resort with good hotels well finished spacious accommodation then this resort is for you,LocationReviews,0
if you are looking for a place with good energy,LocationReviews,0
if you are looking for a silent place not far away from nice beaches and the heart of samui chaweng,LocationReviews,0
if you are looking for a special price accommodation in the charoenkrung road area,LocationReviews,0
if you are looking for a transit hotel close to don mueang look no further,LocationReviews,0
if you are looking for better environment with cheap price this is not a good place to recommend,LocationReviews,0
if you are looking for great views,LocationReviews,0
if you are looking for somewhere beautiful to chill out,LocationReviews,0
if you are looking forward to having a relaxing holiday go to hyatt regency hua hin,LocationReviews,0
if you are searching for a budget place to stay near siam s shopping district,LocationReviews,0
if you don t mind a 20 minute stroll into the centre of the city this is a great little well priced hotel with very friendly,LocationReviews,0
if you enjoy a private beach with a beautiful setting and a hammock,LocationReviews,0
if you ever find yourself in the amazing city of chiang mai,LocationReviews,0
if you have back problems don t go near this place facilities are great and good price for food and drinks staff is friendly but the beds are the worst i ve slept in and it is not just me we were in 11 friends and everyone complained about the bed we got sick so we have to,LocationReviews,0
if you like a clean pace to stayl,ServiceReviews,1
if you like quiet place and coffee,LocationReviews,0
if you like thailand and have been there for long time ago so is long beach the same as thailand was f r 30 years,LocationReviews,0
if you need a cheap place to rest sleep at night after a long day of shopping or exhausting activities,LocationReviews,0
if you need place for a night or two,LocationReviews,0
if you plan to do something near rama 9 ratchadapisek asok might be the place you looking for just a basic hotel for couple nights,LocationReviews,0
if you re just looking for a bed to sleep in this place is fine,LocationReviews,0
if you re looking for a relaxing time you re better off staying away,LocationReviews,0
if you re looking for a small hotel with exceptional service,ServiceReviews,1
if you re looking for an authentic thai restaurant this is the place to be in ban tai,LocationReviews,0
if you re looking to get away from the typical tourist hostels and khao san road,LocationReviews,0
if you take bts the nearest station in sala daeng staion and 10 minutes walk to the hotel,LocationReviews,0
if you ve decided to stay in this more peaceful and quiet location in pattaya then you are spoilt for choice in the same building as this hotel and they all have the name markland in them,LocationReviews,0
if you want a cheap hotel that is very good located in patong,LocationReviews,0
if you want a place for entertainment and a warm welcome from these lovely people,LocationReviews,0
if you want a place that offers activities that a large impersonal hotel gives do not go,LocationReviews,0
if you want a quiet place,LocationReviews,0
if you want cheap hotel with good location,LocationReviews,0
if you want peace and quiet in patong this is the place to stay,LocationReviews,0
if you want peace and to stay in paradise this is the place for you,LocationReviews,0
if you want peace and tranquility with idealic views,LocationReviews,0
if you want time away from the main tourist areas around ao nang then this is the place to be,LocationReviews,0
if you want to be away from the noisy centre of town this is the place to stay,LocationReviews,0
if you want to be in city center,LocationReviews,0
if you want to experience traditional thai living go to this place,LocationReviews,0
if you want to get away from the hustle and bustle of chiang mai then this is the place to stay,LocationReviews,0
if you want to go to bangla walk patong beach,LocationReviews,0
if you want to have a good holiday in this fabulous island please don t go in this place they are not gentle,LocationReviews,0
if you want to immerse yourself in the place without feeling you have to please anyone but yourself,LocationReviews,0
if you want to know how looked thailand like 20years ago please go to sun smile beach small island 5km long with few cars and lots of scooters,LocationReviews,0
if you want to relax,LocationReviews,0
if you want to stay in the center of the city and will be one all day and just to come back and sleep peacefully,LocationReviews,0
if you would like to hire a car just pop over the road we had a brand new car for 25 a day,LocationReviews,0
if your in need of aircon recovery,ServiceReviews,1
im getting pissed because other staff are standing around or doing,ServiceReviews,1
im really amaze on their service at this hotel yorkshire hotel,ServiceReviews,1
immaculate facilities and attentive staff made for a great dining experience and would thoroughly recommend this restaurant to anyone,ServiceReviews,1
immaculately clean,ServiceReviews,1
impeccable location,LocationReviews,0
impeccable service by courteous and professional staff,ServiceReviews,1
in a city where there are a lot of big and impersonal hostels,LocationReviews,0
in a city with thousands of hotels it is indeed a tough luck to get a good one,LocationReviews,0
in a good location and the room was nice,LocationReviews,0
in a good location if you like a busy resort,LocationReviews,0
in a good location just up from the main street,LocationReviews,0
in a great location,LocationReviews,0
in a great location if you want to be a bit out of the hustle,LocationReviews,0
in a great location walking distance from khaosan road and other attractions like the reclining buddha,LocationReviews,0
in a place like bangkok,LocationReviews,0
in a quite location only 5 minutes from the beach at the most,LocationReviews,0
in a sketchy part of town,LocationReviews,0
in addition the villa is sited along the mangrove having outstanding views on the limestones peaks,LocationReviews,0
in good location,LocationReviews,0
in overall we liked this hotel as its quiet place st night,LocationReviews,0
in principle a spacious suite room for the price of a regular double ought to be cause for counting your blessings,ServiceReviews,1
in quiet location and nicely laid out building,LocationReviews,0
in the 89 s we used to stay at the river view when in bkk,LocationReviews,0
in the center of the town with plenty of shopping areas,LocationReviews,0
in the evening i can catch a taxi to enjoy fabulous street food in china town just 10 min away,LocationReviews,0
in the female sea view dorm,LocationReviews,0
in the gardens amazing swimming pool which is used by locals in the know good breakfast in lovely tropical dining area all meals served if you want the most wonderful friendly and helpful staff pick up,ServiceReviews,1
in the middle of the jungle this location in wonderful,LocationReviews,0
in the middle of the tropical green forest great rooms detail oriented furnished with love and care overlooking an amazing bay with gold sands great sunset amazing scenery refreshing,LocationReviews,0
in the most welcoming and cool place ever near to all commodities,LocationReviews,0
in the pattaya north area,LocationReviews,0
in the start i have to say that they have maybe sam owner but tattoh on left side with view on shark bay is ok,LocationReviews,0
in this area,LocationReviews,0
in this hotel there is no elevator but the staff will help take your bags up to your room,ServiceReviews,1
in this sense it is very convenient for us to just drop by each other villa at any time of the day,ServiceReviews,1
in town,LocationReviews,0
in walking distance also to the old city if you dare to cross the busy roads surrounding the moat,LocationReviews,0
including washing powder is 70 baht per 1 laundring in the city everywhere it is 30 baht but when u have not so much clothers to,LocationReviews,0
inconvenience location,LocationReviews,0
incredible maid service daily and on the edge of all the best restaurants on koh samui,ServiceReviews,1
indie hostel was by far the best place i stayed while in thailand,LocationReviews,0
inexpensive but clean accommodation with a decent restaurant,ServiceReviews,1
infinity pool is beautiful,ServiceReviews,1
initially quite worried as hardly any reviews and most were negative but the place was lovely,LocationReviews,0
initially we were not happy with our rooms because they only had a view of the busy street and hotel on the opposite side of the road,LocationReviews,0
initially we were uneasy once we arrived due to the location as it is located on the 4th floor above restaurants,LocationReviews,0
interesting hotel walking to the lobby and it looks like a throwback from the 70s but very clean and spacious it does have elevators,ServiceReviews,1
is a very nice place to stay room very clean,LocationReviews,0
is a zen location,LocationReviews,0
is always clean,ServiceReviews,1
is clean and comfy,ServiceReviews,1
is not far from old city if you like to walk and is not so fancy if that is what you are looking for,LocationReviews,0
is situated about 15 20 minutes from town,LocationReviews,0
is so very clean,ServiceReviews,1
is spotlessly clean,ServiceReviews,1
is super clean and the staff very friendly,ServiceReviews,1
is very cheap and has a stunning sea view,LocationReviews,0
is very clean and comfortable,ServiceReviews,1
is very clean and well organized and the room was really clean with a very comfortable bed and shower and air conditioner really felt like a hotel room,ServiceReviews,1
is very comfortable room,ServiceReviews,1
is very comfortable with good air,ServiceReviews,1
is very new and it is super clean and cozy,ServiceReviews,1
isolate location from busy pattaya,LocationReviews,0
it also has a small sky bar with great views,LocationReviews,0
it also has it is own pool like most of the condos out there in thailand,ServiceReviews,1
it begins from the moment you realize the hotel is actually part of a beautiful wat and overwhelms you as soon as you walk in,LocationReviews,0
it boasts its own private beach that outshines all its nearby neighboring public beaches,LocationReviews,0
it closes to the convenience store 7 11 and easy walk to sunday market,LocationReviews,0
it doesn t have very many facilities but everything works and the staff is really friendly and serviceminded,ServiceReviews,1
it falls into cheap and cheerful price bracket but it s really a little gem,LocationReviews,0
it feels like living in the jungle,LocationReviews,0
it felt like i had an own little apartement in the old city cause the staff was really familiar and friendly,LocationReviews,0
it felt really peaceful and quiet,LocationReviews,0
it felt very authentic and peaceful compared to the other hotels that seemed too pretentious and lacked the thai character,LocationReviews,0
it had comfortable beds,ServiceReviews,1
it has 5 bedrooms and 4 bathrooms,ServiceReviews,1
it has a bathtub for standard rooms wonderful attentive staff,ServiceReviews,1
it has a good relaxing area for meeting people,LocationReviews,0
it has a great location,LocationReviews,0
it has a lot of space,LocationReviews,0
it has a lovely pool that it welcoming after a day sightseeing,ServiceReviews,1
it has a narrow but long pool which is in the shade most of the day,ServiceReviews,1
it has a nearby beach and jomtien beach is about 2 kms,LocationReviews,0
it has a nice architecture and very nice staff,ServiceReviews,1
it has a very friendly vibe of a residence,LocationReviews,0
it has a very good price quality value and a very relaxing pool,LocationReviews,0
it has about 60 rai of land and grounds n the midst of teak trees with great views of the mountains,LocationReviews,0
it has an exit which leads to the beach right across the street,LocationReviews,0
it has been 5 years since i wrote my last comments about this place see below our post of 2012 regarding our first visit which was actually in the small bungalows,LocationReviews,0
it has been a week and i am very pleased with the service and friendly staff,ServiceReviews,1
it has everything i need to work and relax,LocationReviews,0
it has its own private beech and 4 pools,LocationReviews,0
it has the most beautiful views,LocationReviews,0
it hasn t got the facilities of a big resort but the service is extraordinary,ServiceReviews,1
it have a big bed and clean room,ServiceReviews,1
it is 10 15 minutes walking from the city center and 25 minutes from the night market,LocationReviews,0
it is 3 mins walk from the skyway rail system giving you great access to all parts of central bangkok,LocationReviews,0
it is 30 min walk to the beach can get tiring,LocationReviews,0
it is 5 mins walk to saphan taskin station,LocationReviews,0
it is a 10 min walk from mae haad pier and in a relatively quiet location,LocationReviews,0
it is a 10 minutes walk to the nearest bts station,LocationReviews,0
it is a 30 second walk to the beach but it s in a nice quite area,LocationReviews,0
it is a 5 minute walk to both the ferry port and the main nightlife so it is in an ideal,LocationReviews,0
it is a 5 minute walk to the beach,LocationReviews,0
it is a beautiful little paradise at patong beach,LocationReviews,0
it is a beautiful places and above all very friendly and helpful staff,ServiceReviews,1
it is a bit far from patong beach,LocationReviews,0
it is a bit far from the city so having a scooter is so handy to go where you want,LocationReviews,0
it is a bit laid back and as stated in previous references there must have been times when there was going on more in this place but it is still a very nice and quit place to stay i stayed 5 weeks in bungalow 4023 and really enjoyed to stay in the very quite bungalow,LocationReviews,0
it is a bit noisy at night with the main road in front of the resort,LocationReviews,0
it is a bit out of the main town but the food and shops we needed were accessible by walking,LocationReviews,0
it is a brand new hotel so is fresh and clean,ServiceReviews,1
it is a cheap little place in a good semi busy spot with shops and restaurants just outside,LocationReviews,0
it is a clean and comfortable hotel,ServiceReviews,1
it is a decent hotel to stay near chaweng beach,LocationReviews,0
it is a good location,LocationReviews,0
it is a great location and is spotless,LocationReviews,0
it is a great location in old phuket town to spend some time,LocationReviews,0
it is a hidden gem the staff is amazing and very helpful,LocationReviews,0
it is a little a far from the beach and near of noises from the road,LocationReviews,0
it is a long beach so this does not make it crowded,LocationReviews,0
it is a nice place and bar the staff are very kind to me and treat me nice,LocationReviews,0
it is a nice quiet place with an old world charm,LocationReviews,0
it is a place to crash after long nights on khao san road,LocationReviews,0
it is a quiet and relax place in chalong,LocationReviews,0
it is a real joseph conrad type place,LocationReviews,0
it is a short walk from busy bars and a short tuck tuck from the busy pack packers club strip,LocationReviews,0
it is a small family run place and they go out of their way to make sure you are welcome and know about all sorts of sights,LocationReviews,0
it is a small place in a good location on surawong road directly across from silom soi thaniya,LocationReviews,0
it is a small place near the beach,LocationReviews,0
it is a very amazing and cozy place,LocationReviews,0
it is a very beautiful place,LocationReviews,0
it is a very clean hotel,ServiceReviews,1
it is a well maintained and peaceful resort,LocationReviews,0
it is about 10 mins walk to the right to thapae gate 2,LocationReviews,0
it is about 20 mins walk to the left to wat phra singh 3,LocationReviews,0
it is about a 10 minute walk from the main drag of karon beach,LocationReviews,0
it is about a 20 min walk to the main areas,LocationReviews,0
it is about a 20 minute walk from kok san road and about 25 minutes on the bus stop from the airport,LocationReviews,0
it is about a 20 minute walk to ao nang beach and the main strip and there is a free tuk tuk service provided,LocationReviews,0
it is about a 7 minute walk from phayathai station,LocationReviews,0
it is about a ten minute drive from the airport,LocationReviews,0
it is actually in the perfect location close enough that khao san road is not even 2 mins away,LocationReviews,0
it is all the things you would expect from a budget hostel ireasonable distance to bts sky train and subsequent bus stops,LocationReviews,0
it is also a 5 minute walk away from a bts station,LocationReviews,0
it is also about a 30 min walk 5,LocationReviews,0
it is also close to the pier which is handy and close to plenty of bars and restaurants,LocationReviews,0
it is also located near a swamp,LocationReviews,0
it is also located near phuket town,LocationReviews,0
it is also within a short walk of the makkasan train station and the phetchaburi mrt station,LocationReviews,0
it is amazing and there is so much space far better than a hotel,LocationReviews,0
it is an easy walk to ao nang beach or to the other beach great for a sunset drink which is a few minutes walk,LocationReviews,0
it is an exceptional bargain at 550 baht per night and even though it does not have a pool everything,ServiceReviews,1
it is an ideal location with views of ko panghan,LocationReviews,0
it is an unusual place to be in thailand,LocationReviews,0
it is around 25 km from phuket city but one of the most important thing to do in your travel list,LocationReviews,0
it is at 50 meter from bangla road,LocationReviews,0
it is beautiful and un tainted by too many tourists with a beautiful beach,LocationReviews,0
it is beautifully stylish with a comfortable bed and very helpful staff,ServiceReviews,1
it is best hotel in pattaya nearby north pattaya bus stand and pattaya beach also restorant is best in pattaya so cleen staf is fraindly i face some language problum but thay solved it i will stay in same hotel next time,LocationReviews,0
it is clean,ServiceReviews,1
it is clean and the personnel is friendly,ServiceReviews,1
it is clean bright and refreshing,ServiceReviews,1
it is clear off but yet very close to busy khao san road,LocationReviews,0
it is clearly that the price here is really cheap compared to other hotels nearby and the staff here had provided me nice services so i will strongly recommend anyone who are diciding on your accomodation in samui island to choose this place,LocationReviews,0
it is cliser than other options to main monuments but nothing at walking distance,LocationReviews,0
it is close to everything,LocationReviews,0
it is close to lot of indian srilankan and thai restaurants,LocationReviews,0
it is close to na thapae gate 5 min walk there are lots of options where you can get taxis tuck tucks from,LocationReviews,0
it is close to naiyang beach where there is a strip of restaurants to explore,LocationReviews,0
it is close to the action without being too busy,LocationReviews,0
it is close to the beach and the main road,LocationReviews,0
it is close to the city s nightlife and just walking distance to nana skytrain station,LocationReviews,0
it is convenient to stay here because whenever we land from suvarnabhumi airport,ServiceReviews,1
it is conveniently located right by the bts and mrt public trains and terminal 21 mall,LocationReviews,0
it is could be a fantastic place if just maintenance was done,LocationReviews,0
it is down a quiet soi about 100 meters from jomtien beach,LocationReviews,0
it is down an old dirt track of a road which was scary when all the taxis are just pick ups with a roof,LocationReviews,0
it is down the back of the night markets and there are a number of restaurants markets and stores like 7 eleven that are all nearby,LocationReviews,0
it is easy to get taxi here but it cost about 100 150 baht each trip to bts,LocationReviews,0
it is exactly five meters from the hotel s front door to the steps leading to ekkamai bts,LocationReviews,0
it is excellent to experience the hustle and bustle of koh san road and then hide away in your hotel as you cannot hear anything once inside,LocationReviews,0
it is excellent value and in a great position near the asok bts,LocationReviews,0
it is far from luxurious but in a pretty location with a great swimming pool and a relaxing feel,LocationReviews,0
it is far from party areas but just a walking distance from the pier,LocationReviews,0
it is great to relax,LocationReviews,0
it is handy for the city centre temples,LocationReviews,0
it is ideally located to see the key sights in bangkok,LocationReviews,0
it is in a great location,LocationReviews,0
it is in a great location on the edge of old town,LocationReviews,0
it is in a handy location near the center of chiang mai 10 minutes walking on the same street you find a barber,LocationReviews,0
it is in a less busy area and it is safe,LocationReviews,0
it is in a perfect location,LocationReviews,0
it is in a safe location near the beach and the cost is relatively low,LocationReviews,0
it is in a superb location and is close to bars and restaurants but this means that it is very noisy at night,LocationReviews,0
it is in great location right on the night bazar and close to lots of other restaurants as,LocationReviews,0
it is in the forest with a lot of plants and wooden things,LocationReviews,0
it is in the middle of this amazing neighborhood that is perfect for just walking around,LocationReviews,0
it is in walking distance of phuket top team,LocationReviews,0
it is inside the small road and not very near to the bts,LocationReviews,0
it is just a few minutes walk to long beach,LocationReviews,0
it is just a short walk into the local village or you can sit and enjoy a meal or drink in the riverside restaurant,LocationReviews,0
it is just off the main road and parking was right in front of the hotel,LocationReviews,0
it is little bit backed off from the street but still you can hear the noise too much,LocationReviews,0
it is located at sukhumvit soi 11 near bts nana which gives you easy access to popular shopping locations of the bangkok city siam center,LocationReviews,0
it is located at the busy beachfront street,LocationReviews,0
it is located at the end of airport link with easy access to the hotel via bts exit 2,LocationReviews,0
it is located basically on the beach and although it is not the most beautiful beach it was still nice to chill next to our room,LocationReviews,0
it is located close to a mall,LocationReviews,0
it is located in a narrow and calm sidestreet,LocationReviews,0
it is located in a quiet area but not so far from the city center,LocationReviews,0
it is located in a quiet side street within the old city walls,LocationReviews,0
it is located in a quiet street,LocationReviews,0
it is located in a very quit and peaceful area,LocationReviews,0
it is located in haad rin where you can walk to 3 beaches and there are restaurants and 7 eleven nearby,LocationReviews,0
it is located in old city centre,LocationReviews,0
it is located in quite a deep area it will be hard to find,LocationReviews,0
it is located in the center of party city,LocationReviews,0
it is located in the heart of chaweng next to all of the tourist shops bars and a 5 minutes walk to chaweng beach which is lovely,LocationReviews,0
it is located in the heart of the old town on a quiet soi,LocationReviews,0
it is located just less than 5 minutes walk from bts,LocationReviews,0
it is located near chatuchak market 5 minutes walk and near bts 1 minute walk,LocationReviews,0
it is located near the ferry pier with a superb view but a bit far from the bts not a problem for me because i used grab bike instead and it just costed marginally more than bts,LocationReviews,0
it is located next to a small market with thai food,LocationReviews,0
it is located next to the lamai beach viewpoint which is also good to visit of youre staying there,LocationReviews,0
it is located next to the local market,LocationReviews,0
it is located relatively quieter area slightly out of the city,LocationReviews,0
it is located very close to train station and also,LocationReviews,0
it is located within a neighborhood and the cars passing through had trouble navigating through due to the small roads and bikes parked along the path,LocationReviews,0
it is near a wonderful beach,LocationReviews,0
it is near everything and the atmosphere on the street downstairs is amazing,LocationReviews,0
it is near from the road,LocationReviews,0
it is near shopping area where you can explore the city,LocationReviews,0
it is near to the local market and the expo,LocationReviews,0
it is nice to be in town but sometimes the hills are more relaxed,LocationReviews,0
it is not a resort and is located on an island called koh sichang,LocationReviews,0
it is not a top destination on the places to visit in phuket,LocationReviews,0
it is not easy to find the hotel in the first place because it is tucked inside from the main road,LocationReviews,0
it is not for people like us in their sixties who found it so difficult to even walk up to the top,LocationReviews,0
it is not near patong at all but beside the old town and there was a lovely night market that we visited while we were there,LocationReviews,0
it is not on khao san road but it is on the next street over so it is very convenient,LocationReviews,0
it is not on the beach but close enough,LocationReviews,0
it is not too busy in the area but everything is just few meters away shops,LocationReviews,0
it is not very near the city centre but they made us really welcome,LocationReviews,0
it is on a very busy street,LocationReviews,0
it is only 5 minutes walk from jungchelon mall where you can get local,LocationReviews,0
it is only a few minutes walk to local food market,LocationReviews,0
it is out of town,LocationReviews,0
