summary,type,category
my wife and i visited ash tailor across the road from the resort we stayed in anantara bophut from the moment we entered the premises ash the proprietor treated us extremely well he showed us the huge variety of fabrics yet did not pressurise,ShoppingTravel,1
my wife and i visited chai lai sister s orchid for an overnight stay in the middle of october as part of a week exploring chiang mai there are a lot of eco tours and elephant encounters in the region,NatureTravel,0
my wife and i visited mr ram at his shop in the thavorn beach villiage he was very friendly and helpful we did not shop around fro price as we were staying at the villiage and this saved us having to travel into patong for,ShoppingTravel,1
my wife and i visited the sea turtle conservation centre with our driver prior to heading to lampi waterfall you get an unobstructed view of sea turtles right across their developmental cycles,NatureTravel,0
my wife and i visited this market to buy cloth and have a look around to buy thai cloth,ShoppingTravel,1
my wife and i visited to get up close to elephants in what we were hoping would be a magical experience,NatureTravel,0
my wife and i wanted to get me some tailored dress shirts while in patong we shopped about 6 places over a few days canady s salesman told me he would make me a shirt long sleeved and then i could see if i liked it i,ShoppingTravel,1
my wife and i went on the siam sabai city bike tour led by teddy we really enjoyed the trip and would recommend to others teddy was easy to talk with and gave us lots of interesting insights into what it is like to live in,ShoppingTravel,1
my wife and i were in khao lak about 7 weeks ago and stayed at the la vala resort on our daily walk into the nearby town we passed by milano the boys sitting outside who worked in the shop were invariebly pleasant and although,NatureTravel,0
my wife bought a jacket for arena to copy,ShoppingTravel,1
my wife did multiple pleasure dives with the charm churee divers and she was very impressed with the professionalism and fun nature of the team charm churee divers have the best dive boat on the island and very good instructors made for an all round fantastic,NatureTravel,0
my wife had a leather jacket and a evening dress made and i had a sports jacket made from wo to go we were kept informed on the process and the finished products were superb you will see other offering cheaper prices but he quality,ShoppingTravel,1
my wife i came to thailand in part to learn to scuba the dive shop we had contacted before leaving the states rudely told us a couple days before our arrival that our reservation could not be confirmed the new years holiday was near and,NatureTravel,0
my wife ruvielyn and i joe from the state of montana usa spent the entire day fishing at the castaway s fish farm in pattaya thailand we where greated at the sight asked sunny or shaded area we picked shady we where there fifteen minutes first bite right away lost,NatureTravel,0
myself and my partner came here for the afternoon just to have a peaceful afternoon as it was low season and rainy season we were lucky to see the waterfall in full flow and it was beautiful and so quiet there was only one group,NatureTravel,0
myself and my partner went on an atv ride with this company although it is a shame they perform elephant riding it seems all the atv places also offer the same sad experience so if you want to go for a ride in one of,NatureTravel,0
myself and three mates went out for a day trip with ian last july ian is a very enthusiastic host and his crew are very professional the boat itself is first class and the fishing equipment is excellent quality it was a great day out,NatureTravel,0
na huay mongkol floating market is located just down the road from huay mongkol temple it s not a  floating market  as the name suggests the market built in some fixed stalls,ShoppingTravel,1
na muang waterfall is a beautiful 18m high waterfall and easily accessible by a short walk to the jungle from the parking lot nearby,NatureTravel,0
nai thon beach is one of the smaller and less frequented beaches on the west coast of phuket well worth a visit to get away from it there are loads of restaurants along the road and stalls selling fresh fruit and juice make sure you,NatureTravel,0
named sugar really made the difference he tells about his city and country very passionately,ShoppingTravel,1
namloo divers is a great diving center tony,NatureTravel,0
naraya may have many branches but the outlet in central world plaza has one of the widest range of quilted handbags and pouches in many colors,ShoppingTravel,1
natcha went with us as our guide to get a sacred sak yant tattoo and it was the most amazing experience ever communication with natcha was very quick and easy right from the start her english is very good and she really knows her city,ShoppingTravel,1
national park it is not more like engine oil alley thai government should be embarrassed by this it does not classify as a national park it is full of rubbish,NatureTravel,0
natural beauty,NatureTravel,0
natural dyeing and anthropology patricia is a unique character also,NatureTravel,0
natural environment with ancient houses style it is a bit crowded but nice to experience local lifestyle and culture kiyzo guides were very reliable and knowledgeable highly recommend,NatureTravel,0
natural fabrics,NatureTravel,0
natural history museum,NatureTravel,0
natural history museum and information technology museum i love temporary exhibition monster in the sea from now 31,NatureTravel,0
nature is amazing and water falls every were,NatureTravel,0
nature is very beautiful green the animals are adorable the kids are excited here this is an interesting place,NatureTravel,0
nautilus dive surf is located at the far left of kata beach,NatureTravel,0
navin helped me to choose the best fit and style for my shirt and pants the first fitting was already done the same day the second fitting the next morning and it was perfect,ShoppingTravel,1
near a quiet beach it contains a golden pagoda and a golden buddha,NatureTravel,0
ned not only taught me how to dive but also how to dive friendly to all living lives under the water and the earth above the water,NatureTravel,0
need to fair bits of climbing the steps to go up to the waterfall unfortunately,NatureTravel,0
needed a dress for the marine corps ball vj and staff extremely polite and responsive with needs dress turned out great,ShoppingTravel,1
needle king is the best this is my second visit since 2017 made a total of 8 shirts 4 pants very impressed by the workmanship and material the two ply cotton,ShoppingTravel,1
neither the mrt or bts give maps out i think you can order one this tourist information office at exit6 i think has maps of bangkok with the transportation routes the ratchaprasong cultural center is just a bit further down the hall and contains,ShoppingTravel,1
nemo my guide was outstanding the community and i loved her interacting with 3d generation food stall owners who used to serve the royal palace next to the market and the community unique food,ShoppingTravel,1
neramit tailors made numerous suits,ShoppingTravel,1
never been anywhere like this before after a 30 minute sweaty trek through the jungle,NatureTravel,0
never gave it a try to dive at phi phi islands,NatureTravel,0
never tried diving before so we were very nervous but the staff are great talked us through the diving and we had the best experience we are now hooked,NatureTravel,0
new and used computers and parts and electronics it is right outside the exit of the mrt phram ix the 2 4 floor is where you ll find the phones,ShoppingTravel,1
new looking market with this cool retro feel this market is new and about half open but the cute little bars and food service places are terrific,ShoppingTravel,1
new mall conveniently located beside big c and opposite centralworld many cafes and dessert place for you to rest your tired legs after you is at the basement level and there was no queue when i was there mostly local designer stuff but i was,ShoppingTravel,1
new wave is a spin off of the long established new way diving meaning the two shops share resources and that all their staff have been in the business in koh tao for a long time new wave offers open water certification courses and sail rock,NatureTravel,0
newly constructed amazing mall food court is too good i tried mango sticky rice and thai desserts and it was delicious we spent almost 6 hours and did lots of shopping great for families a must visit while in pattaya,ShoppingTravel,1
next to chao fah park pier,NatureTravel,0
next to the emporium mall,ShoppingTravel,1
next to the main street,ShoppingTravel,1
next to the sea gypsea village in rawai beach is where leam ka beach laid along the andaman shoreline mingling with locals at leam ka beach is another purpose for going to the beach enjoying the view of lone island in front,NatureTravel,0
nice and friendly tailor the product is impeccable with reasonable price this tailor shop is highly recommended,ShoppingTravel,1
nice and peaceful beach good view and good for relaxing i m rent the seat only 20 baht also you can order foods they re have so many kind of foods yummy and fresh also there have a little farm,NatureTravel,0
nice and quiet beach as not many western tourists come here just hope the people that do come would pick up their rubbish the road to the beach needs a bit of skill to make it all the way with a motorbike alternative option is,NatureTravel,0
nice and quiet place for the people who would look forward to have and get exposed to thai culture this place is beautiful with respect to architecture and the buddha idols,NatureTravel,0
nice and quite peaceful beach,NatureTravel,0
nice atmosphere,NatureTravel,0
nice beach,NatureTravel,0
nice beach,NatureTravel,0
nice beach for chilling and sunbath the water is pretty clear and good for snorkeling but you have to go a bit further to see the undersea life it is easy to walk from the pier to the beach by walking through the sensi resort,NatureTravel,0
nice beach in more mellow part of phuket like all beaches in this area,NatureTravel,0
nice beach in parts especially in front of hotels but in parts lots of trash washed up or left behind makes it ugly otherwise be a nicer beach nice and quiet this time of year long huge beach with access to restaurants and massages etc,NatureTravel,0
nice beach not the best but it has much of shadow for your thai girlfriend or friends worth visiting only if you stay plenty of days in rawai and you have been everywhere else peaceful place,NatureTravel,0
nice beach with a expensive restaurant on the top of the cliffs with a lovely view we went there and watched the sunset,NatureTravel,0
nice beach with enough shade a lot of dead coral but still great snorkeling loads of fish black tip reefsharks and turtles,NatureTravel,0
nice big boat and friendly crew some ok spots too see specially the emarold cave was nice but most of the time is on the boat and waiting to get to the next location was almost 2 hours delayed when we took the trip 2,NatureTravel,0
nice building dutyfree shopping mall bangkok view from74th floor was just great elevator have beautiful screen on skywalk area is nt very big first step on it is scary but its fun later 5 10 min on it is enough for taking pics another person needed to clik from litl far as you,ShoppingTravel,1
nice calm area compared to the other two tourist driven villages on koh tao walking distance from the resort we stayed on view point resort can get a taxi boat here too,NatureTravel,0
nice calm beach but not good to swimm because many stones when you go inside but water and sand good quality,NatureTravel,0
nice choice of dive sites and routes for each site,NatureTravel,0
nice crew and very spacious and convenient the food was great and the diving spots they took us to was amazing and beautiful would definitely recommend over any other boats out there in phuket at the moment,NatureTravel,0
nice dive spots and friendly crew i want to recommend this,NatureTravel,0
nice human touch tailors adapted well to address even asymmetric figures resulting in superb finished suits looksharp,ShoppingTravel,1
nice island for a quick and cheap daytrip from pattaya ferry trip takes about 45 mins and costs only 30 baht for one way beaches were much nicer and cleaner than in pattaya and you could even swim here not recommended in pattay did not rent,NatureTravel,0
nice jewelry,ShoppingTravel,1
nice little beach for snorkeling shade trees were good to keep cool can rent kayaks too restaurant on the beach as well,NatureTravel,0
nice little park next to surf house on kata beach took my kids there in the evenings so i could just run around the park nicely kept and very clean,NatureTravel,0
nice little park with some benches and trees some water features and work out stations next to the bangkok corrections museum which was closed for renovations,NatureTravel,0
nice little temple with great views of koh samui we just got a taxi there and it waited to take us back it is fairly small so does not take that long we went in the afternoon and there was hardly anyone there,NatureTravel,0
nice local temple with a lot of thai massage all around massage from 100 bht get a true local experience and visit this place,NatureTravel,0
nice looking temple and other buildings,NatureTravel,0
nice mall which full fills your all needs related to electronic and phone i bought a screen guard here,ShoppingTravel,1
nice markets and good food easy to get to on he river boat nice in the evening to take the kids and they have some shows too,ShoppingTravel,1
nice monument to have a look at in the centre of town the meeting point for the free city tour is just behind it and needs a minimum of 6 people to go ahead the tour was great and brings you to the major free,ShoppingTravel,1
nice parking and a wide range of shops and eating places if your in need of a shopping or eating fix then a few hours looking round,ShoppingTravel,1
nice place the nature is breathtaking but not a nice place for swimming but great for chilling,NatureTravel,0
nice place to shop men,ShoppingTravel,1
nice place to spend a couple of hours plenty of food and gift stalls to look at we brought several souveniers two decorated bowls and a small elephant,NatureTravel,0
nice place to stop to look the ancient construction of this reclined buddha,NatureTravel,0
nice place to visit in chiang rai no entrance fee it is a small temple with impressive exterior amazing archiecture,NatureTravel,0
nice place to visit take the stairs up and you can feel like it is a world apart from the outside world you can feel the breeze when the sun is grilling outside come if you have a few hours spare in the city free,ShoppingTravel,1
nice place u can see many animals,NatureTravel,0
nice place warm staff nice service friend and polite people good location in patong close to beach,NatureTravel,0
nice restaurant with a big terrace direct on the river the food was good but not great they had live music when we were there nice and relaxing atmosphere,NatureTravel,0
nice route setting for climbing and bouldering in a relaxed atmosphere very friendly and helpful stuff absolutely worth a visit,NatureTravel,0
nice sandy beach,NatureTravel,0
nice scenic view over the sea,NatureTravel,0
nice sculpture but otherwise nothing there apart from a wall with small inscription a huge and moving event but this park doesn t move or inform,NatureTravel,0
nice sea beach chair available,NatureTravel,0
nice sea snorkeling nice photo and good for snorkeling in krabi and long time for snorkeling a lot of fish and coral reef,NatureTravel,0
nice service easy going guy truly recommend this shop for anyone who wants high quality service and suits best regards from germany fabrice,ShoppingTravel,1
nice shop and fancy decoration good place to have a cup of coffee very lovely staff with smiles close to old town,ShoppingTravel,1
nice shopping mall oriented more to younger clientele contemporary designers,ShoppingTravel,1
nice small beach off the mail road where i went for my short morning jog nice breeze though some rocky area but still nice,NatureTravel,0
nice small park and was kept clean i got my kids here and just let them spend time there 2 3 hours easily while we just relaxed ourselves,NatureTravel,0
nice snorkeling the beach was pretty and clean careful of hidden rocks when swimming the kids got a few cuts on their feet you can rent kayaks to go out to the little island you can swim to the island but it is further than,NatureTravel,0
nice staff and good food we stopped at 3 snorkel sites i specifically went with this catamaran cause i am a lover of saling,NatureTravel,0
nice stiching and very good fitting as required looking forward to visit his shop for more required stuff,ShoppingTravel,1
nice street food selection but higher prices a glass of 0 5l beer costs 150 b 4 5 while prices elswhere in standard thai restaurants are 70 100 b,ShoppingTravel,1
nice to experience a bit of culture while in mae nam worth visiting on the night of the night market as the market occupies the same location,ShoppingTravel,1
nice to take a stroll away from the resort and walk along the beach lovely and sandy though sea not too clear but makes up for it by being so warm a few places to get a drink along the way,NatureTravel,0
nice to the bts and connected to subway,ShoppingTravel,1
nice tour for bluefish i went 4 islands tour and tiger cave temple it is good for 4 islands tour and tiger cave temple,NatureTravel,0
nice uncrowned clean beach shallow calm clean waters good for kids nice views close to shops and food many massage tables available on the beach hawkers friendly and nota hassle,NatureTravel,0
nice view,NatureTravel,0
nice view,NatureTravel,0
nice view of the chaweng beach beautiful blue see greta place for nice photoshoots can walk down till the sea but be careful as its very rocky best time to view is during sunny day when sun is still up,NatureTravel,0
nice view of the sea,NatureTravel,0
nice walk to this beach,NatureTravel,0
nice waterfalls we went up to number 4 there seem to be 7,NatureTravel,0
nice white sands beach,NatureTravel,0
nick was so great to work with i needed four shirts to go with a suit i had made last year in thailand he explained everything from quality of materials,ShoppingTravel,1
night bazaar was a good place to go shop,ShoppingTravel,1
night market,ShoppingTravel,1
night market open thursday to saturday 4pm 10pm relaxing feeling vendors not pushy,ShoppingTravel,1
nine was awesome i was in bangkok alone for a couple days on my way to a yoga retreat in koh pha ngan and decided this would be a nice way to see the city in a few hours when i arrived,ShoppingTravel,1
no atmosphere and very few stores extremely disappointing and lacklustre the people running the stores were very rude and arrogant and tried to make fun of pick a fight with,NatureTravel,0
no bar or cafe just a pagoda on a beach it is great to photograph and to contemplate,NatureTravel,0
no better way to go meet the elephants elephants are treated so well which is rare for this type of tour in thailand the staff where so friendly and informative,NatureTravel,0
no bigger shocker that i had an amazing experience at raja s fashion i went in to browse for a shirt i found a pattern i liked,ShoppingTravel,1
no cruel training only riding and natural life,NatureTravel,0
no gravity is the best choice for this purpose me and my friend have been taken care of by edith for our whole stay and fully enjoyed our experience during our diving,NatureTravel,0
no matter if you see the team in bangkok or internationally you always get perfect service and premium quality tried many tailors in the eastern world but these guys are simply perfect i am 125 satified,ShoppingTravel,1
no meat the food in this temple,NatureTravel,0
no more puppet shows at all we tried to buy tickets online and couldn t went in person to the theatre and there wasn t anyone there a man at the store across the aisle said they stopped the shows completely 6 months ago not even in,ShoppingTravel,1
no need to weigh yourself down every time you hop out the elephant sanctuary was breathtaking being able to feed,NatureTravel,0
no one really goes out of there way for a local mall but if you are near to this one,ShoppingTravel,1
no one would believe that this is a hot waterfall,NatureTravel,0
no plastic to be seen on the beach thanks to people who look after,NatureTravel,0
no rain and great diving visibility was 20m,NatureTravel,0
no rental shop,ShoppingTravel,1
no rides just being with them in their natural habitat,NatureTravel,0
no rocks as you enter the water there is plenty of fish to see when snorkelling near the rocks,NatureTravel,0
no trip to bangkok is complete without a visit to needle king to get nicely fitted shirts and suits done roger and his team are helpful and knowledgable with attention to detail during the fittings my recent visit made a couple of suits and,ShoppingTravel,1
no trip to chiang mai is complete without a trip to the walking street opens at 5 00 on sunday afternoon only,ShoppingTravel,1
no views just,NatureTravel,0
no visit to pai is complete without a trip to pai walking street each evening buzzing with people in the evening and sleepy during the day,ShoppingTravel,1
nobody was there this is very very bad it was great and cheap cable park now it is in history,NatureTravel,0
non stop cars and boats going around chaweng and playing eye of the tiger slipknot non stop and brainwashing all the tourists in town totally ruins the environment on the island hopefully the government will make them stop,NatureTravel,0
nonglak was a great guide she tailored the evening to allow us to explore the street food scene,ShoppingTravel,1
nongmon market was local and also travel lover all time,ShoppingTravel,1
north facing beach of mostly soft sand but enter the sea and there are a lot of shallow rocks nice beach front restaurants and not too busy yet,NatureTravel,0
not a floating market at all we went on a wed morning at 10am and almost 90 of the market is closed there won t any boats in the river and just plenty of stalls selling local food and crafts small area made up of temples,ShoppingTravel,1
not a great trip you spend half the day as part of the commute the springs are so very crowded even in off season the emerald pool is underwhelming especially because of the crowds about as serene as a circus what a waste,NatureTravel,0
not a huge mall but this mall do often have branded sales clearance like fila roxy triump and etcs some eateries in this amarin plaza if you have extra time to go around there are small drug store and beautrim all beauty products you may able,ShoppingTravel,1
not a market and not floating v basically food stalls next to one of the klongs avoid at all costs,ShoppingTravel,1
not a pushy salesmen which makes the process enjoyable good quality shirts which fit well,ShoppingTravel,1
not a ton to see here we just floated by on our boat it is just a cave i am not sure if you would have a better experience if you got out and walked around,NatureTravel,0
not as advertised actually a very expensive taxi tour of the country started off well with a drive to a waterfall which saw some dirt track driving but no swimming then we had to drive for hour on main road to get lunch,NatureTravel,0
not as exciting as the prominent night markets but the fame is due to its airplane located within the park not so recommended to visit in the evening if you are looking to shop but there are many interesting art spaces,ShoppingTravel,1
not because it looks like the amazing wat phra kaew,NatureTravel,0
not bigger than other market,ShoppingTravel,1
not crowded we were lucky the temples are clean,NatureTravel,0
not easy to find this market but glad we did super good tasty delicious food market close at 2 pm,ShoppingTravel,1
not easy to go but not hard either you can take public transportation bts talad plu and take taxi then have a long walk to experience the houses by canal it is worth to be there as you will meet with the local life and one,ShoppingTravel,1
not fantastic for the price you pay however my wife ordered three shirts and one skirt and jacket decidedly average and not a great experience,ShoppingTravel,1
not far from the small chinese temple called chao pra seua here you can see a typical thai style buddhist temple with,NatureTravel,0
not just a one time thing like many other dive schools much love for pearl 3,NatureTravel,0
not like all the other annoying tailors in bangkok,ShoppingTravel,1
not located in the quietest area but you will quickly forget about the noise when you enter this beautiful temple with a huge statue of bouddha as per tradition and many other little ones around it the decorations all around the temple are simply stunning,NatureTravel,0
not long returned from thialand and just wanted to say what a great experience doing atv for three hours which included visiting waterfalls was although we could only do single inflatable kayaking,NatureTravel,0
not many art shops here anymore most have been changed into tattoo shops they still have very talented pieces to view or buy,NatureTravel,0
not many people are very natural is a bay with white sand and a port for fishing,NatureTravel,0
not many travelers come here locals came here to pray for nak house next to the temple this holly place was rumored that if you wish for something,NatureTravel,0
not much fishes nor reef to look at very small strip of beach to explore or chill on,NatureTravel,0
not much shopping to do unless you want t shirts with phucket written on it,ShoppingTravel,1
not much thing to do not much shop are open only some poppular bar that are crowded with people can take a purple line mrt bangson station,ShoppingTravel,1
not much to see on this busy roundabout in the middle of the island,NatureTravel,0
not much you can expect cos it is cheap food court is at level 6 buy coupon at the counter and can get refund if not used up all,ShoppingTravel,1
not my place but i understand that given phuket airport is smaller and also people may not have much time inside for shopping,ShoppingTravel,1
not only do my shirts look great,ShoppingTravel,1
not only in price but the quality of the items tailored 2 suits 2 shirts done completed within a remarkable 3 days period with no compromise of quality workmanship comes with a great,ShoppingTravel,1
not only marine animals,NatureTravel,0
not only with dive information but also suggested accommodation and tours we did not have time in our itinerary to do a live aboard so we opted for,NatureTravel,0
not overcrowded beach,NatureTravel,0
not really brilliant but worth the visit as it is in a lovely area of the beach the beach itself is not brilliant shallow ans silty with a jelly fish warning when i was there but there are plenty of eateries and things to see,NatureTravel,0
not really what i would call a jungle trek however it was still worthwhile with the visit to the big buddha and wat chalong,NatureTravel,0
not recommend to those really want to catch big fish bros just catch a few small fish which you can catch the same size fish at mai kao beach wasting time and wasting money,NatureTravel,0
not so many people there the temple itself got some space and interesting looking architecture,NatureTravel,0
not so touristy beach,NatureTravel,0
not sure how this place gets these rave reviews i had 2 pairs of suede shoes made here 4 months ago and they have been very disappointing the quality was not brilliant when i picked them up and since then they have got worse the stitching,ShoppingTravel,1
not sure of the company s name but we had a great day first by visiting a local market smells and all then onto a monkey temple and then a waterfall that was not late in season,ShoppingTravel,1
not that exciting to shop here,ShoppingTravel,1
not the best of markets but if you combine it with it is good bars and food then it is well worth a visit a good combination of shopping for souvenirs and a great night out,ShoppingTravel,1
not the cleanest place in the world but the views out way both the climb to the top and the lack of facilities a tiny tem hidden off the well worn tourist map,NatureTravel,0
not the greatest tour and no real commentary of any worth from the english speaking tour guide the buddha is not completed yet and looks more like a construction site views are amazing but apart from that it is pretty average seeing a baby elephant,NatureTravel,0
not the most luxurious boat in khao lak but everything was well organised by the amazing dive guide and the crew of the boat as mentioned by other reviewers,NatureTravel,0
not to be negative but i dont feel its worth going out of the way to visit the kwan riam floating market there is really nothing to see nor experience the stores are all on land and the only floating part a the boats moored,ShoppingTravel,1
not to forget his valuable advices he made me two tailor made suits and four shirts in a very short time and at,ShoppingTravel,1
not too crowded them the market has anything and everything you can imagine the vendors are very nice and enjoy showing you what they have a real local market,ShoppingTravel,1
not too far from pratunam market,ShoppingTravel,1
not too many on the boat which was immaculately kept it was wonderful view of phuket from the sea appetisers and cool juice was,NatureTravel,0
not too much collection not so far from the center nice price recommend to come and get some new clothes,ShoppingTravel,1
not too repetative deffenitly would recommend everyone to go here it is like the other gyms in the street expensive 700b for a private session but its worth te money,ShoppingTravel,1
not trained in their gym but seen all the equipment and looks like a very good gym one negative comment the car park needs some work but,NatureTravel,0
not vey exciting but the white temple museum is spectacular the blue temple black house museum are equally as fascinating the golden,NatureTravel,0
not worth to snorkel or dive the water was milky not fit for snorkeling or diving,NatureTravel,0
not wow quiet short two zip line the view is great value for moeny bit expensive for what you get very friendly,NatureTravel,0
nothing is too hard he s phi phi island tour is a great day out as is,NatureTravel,0
nothing much in this mall small mall with limited choice things are also not cheap not worth going,ShoppingTravel,1
nothing much no beach at chicken island just stop and took pictures from the speedboat view was nice,NatureTravel,0
nothing much to see good for day and night photo taking pretty empty park with only this dragon status and fountain,NatureTravel,0
nothing nice about this street filthy night clubs everywhere with women in underwear offering you to go to ping pong shows,ShoppingTravel,1
nothing special but better than what we experienced at ang thong marine park,NatureTravel,0
nothing special just another place for shopping souvenirs n eating very small place,ShoppingTravel,1
nothing special or professional about this place the shop is nothing more than a filthy hangout run by an snoody kiteboarding kid piotr worth a look around before making a decision cheers,ShoppingTravel,1
nothing special there was not enough equipment aboard for the 45 minute stop to kayak and snorkel,NatureTravel,0
nothing special would bother used a tour company but best to do it on your own with other temples etc via sky train spent at least half the 4 hours in traffic,NatureTravel,0
nothing spectacular about it though the planes weren t landing over the beach in the few days we were here,NatureTravel,0
nothing to complain a 100 satisfying experience although we had to leave khao lak early because of an accident the tip top taylor staff kept in contact with us and sent us the suits to phuket the suits were made quick and really good,NatureTravel,0
noticed blanc bespoke tailors great quality and extremely efficient a wide range of materials and talked through the costs and options of each,ShoppingTravel,1
number 1 tailor i have been here fast day i saw so many good reviews 5 star i walk in i meet mr lucky,ShoppingTravel,1
o and the odd cocktail good way to meet people the bats taking off to go to ao nang to feed was amazing at sun set,NatureTravel,0
o has the best time of my love i loved every second of it everyone was super super friend you get lots of food play with elephants they are so sweet i love it i will come back again everyone should come back again,NatureTravel,0
ocean sound made my aow a fun and informative experience it was just myself and instructor freddie on the dives patient and enthusiastic,NatureTravel,0
of all the stores my husband and i visited on our one week stay in bangkok,ShoppingTravel,1
of course made to measure we are happy to have now an address in thailand for ordering clothes hope we will see us soon alex,ShoppingTravel,1
of course we buy more clothes of max the second time we where in karon allways best service,ShoppingTravel,1
of the elephant places i have visited in se asia a most enjoyable few hours for the family spent walking,NatureTravel,0
off beaten track pagoda on the beach very popular with local people not a touristic place genuine,NatureTravel,0
off to the right of where you think it should be a relaxing atmosphere and beautiful stained glass windows the whole thing is beautifully decorated recommended for a visit,NatureTravel,0
offers a good view have some great sea food restaurants nearby can book boats for island tours great place to relax and have a nice time in the evening,NatureTravel,0
offers variety of shopping to satisfy basic needs and services tends to be on more expensive side compared to other similar venues grocery shop is very good and in line with similar ones in bangkok,ShoppingTravel,1
oh it 3 suits and 5 business shirts and 5 ties the service is amazing including delivery to my hotel when i urgently had to leave bangkok that fast tracked my order the quality of my suits and shirt i wear daily is a1,ShoppingTravel,1
oh this was a lot of fun i enjoyed the ability to be in smaller groups and be with the elephants i can tell they take great care of the elephants as they were soooo happy the food was great too thanks for an amazing,NatureTravel,0
ohkajhu farms restaurant be organic from their farm to your restaurant table in 28 hours very fresh vegetables so if you love salad this is your place also has fruit healthy gut and happy body is their moto if you need more has salmon,NatureTravel,0
ok bottle beach is amazing,NatureTravel,0
ok have visited monkey beach twice in 4 years it is really very exciting t see the monkeys up close however both times i have been tourists nd tour guides alike have given soft drink,NatureTravel,0
ok so firstly i never review anything but i had no choice given the service i have been given and the quality of the product i have received i bought two suits from santos and he has been helpful and genuine from the very start,ShoppingTravel,1
old school atmosphere,NatureTravel,0
old takuapa town is only 30 kilometers north of khao lak and most definitely worth a visit there are lovely quaint cafes,NatureTravel,0
older shopping mall,ShoppingTravel,1
omg biggest mall for home needs from food,ShoppingTravel,1
on a previous trip i purchased shirts from majestic tailors and was thrilled with the quality they came out of the washer and dryer ready to wear without any need to touch up with an iron this trip i was short on time and inter,ShoppingTravel,1
on a superficial level clothing stores,ShoppingTravel,1
on all our 3 visits to koh samui we have been visiting this tailor every time we have been very pleased with the result and every time we have ended up buying more than planned,ShoppingTravel,1
on arrival the owner would not permit me to enter his shop,ShoppingTravel,1
on boat and on sea canoes were friendly and wonderful tour,NatureTravel,0
on last friday employee gave me pill when i arrived shop and advised me to drink more water with it before boarding boss said that it would be too late to take pill after seasick moreover,ShoppingTravel,1
on my honeymoon in october 2013 i just wanted to go 1 day diving at phuket being a experienced diver myself,NatureTravel,0
on my way back with the scooter from wat phra that doi suthep very few western tourists and many locals i highly recommend for you all to take time to stop by very peaceful,NatureTravel,0
on my way to see a friend i stopped at this place and found lots of nice small gift items for very reasonable price in their gift shop,ShoppingTravel,1
on our holliday to hua hin we accidentally found scandi collection after a visit to the night marked my wife had two dresses and a jacket made,ShoppingTravel,1
on our last night in koh samui my wife noticed a jacket in the window she liked she was fitted and within a hour they had a rough outline of the jacket done and then did a final fitting we left the next morning without,ShoppingTravel,1
on our way back to phuket we stop by at this national park to check out the nature and to find the small sandy beach but we didn t worn proper shoes so trekking in jungle trail wasn t suitable for us as my youngest is 5,NatureTravel,0
on our way by scooter from ao nang to the tiger cave temple just realized this big rock and the buddha statue it was a 20 minutes short visit,NatureTravel,0
on saturday tour with sun catamaran go to maiton island phuket i went to the island by yacht sun catamaran beautiful and safe travel time from chalong pier to the island about 30 minutes to maiton island the first program will be a snorkeling and after came to have,NatureTravel,0
on soi 101 just before punawhitti bts stop an impressive array of buildings here there seem to be masses of different areas dealing with different things it was a busy,ShoppingTravel,1
on the beach or lobby no one answered my email so i got a little worried called the number the night before only to find out that the,NatureTravel,0
on the east of island,NatureTravel,0
on the market 150,ShoppingTravel,1
on the north side of the north moat that surrounds the old city it is not known when the temple was built but it was first mentioned in a,ShoppingTravel,1
on the seri market side,ShoppingTravel,1
on the tour this was a 30 minute stop on approach we passed elephants in small confining yards where locals were offering the chance to feed them by selling bananas sorry,NatureTravel,0
on the walking street and near the pier are the few points which makes it is location accessible easily room was quiet,ShoppingTravel,1
on time and comfortable as for the markets,ShoppingTravel,1
once again i have received my shirts,ShoppingTravel,1
once in 2017 and once last week she supplied me with a basket and yes did follow me around the store but this seems quite,ShoppingTravel,1
once walking into this seri market,ShoppingTravel,1
once you get out on the water you will see some amazing sights at phi phi our tour operator jennifer and crew were energetic and fun there three stops provided opportunities to swim snorkel,NatureTravel,0
once you have parked and are on your way up to the waterfall you have no choice but to walk through an elephant trekking park the sights we saw reduced me to tears,NatureTravel,0
once you stop laughing i couldnt believe how smooth my feet were variety of stores,ShoppingTravel,1
one 3 piece suit and 2 shirts to match i got personalised help and felt very secure with the service provided oscar has a great sense of detailes and was not pleased until perfection was fulfilled i will most defidently order,ShoppingTravel,1
one can find divinity and solitude by meditating for a little while here not as crowded as other popular temples in phuket,NatureTravel,0
one could enjoy the sunny day along this area beautiful greenery and magnificent view of the farm with,NatureTravel,0
one day of perfect place to be with friends at the beach or for snorkelling you should take food to the island drinks you can buy there,NatureTravel,0
one exstra jacket with special sami design and one evening dress for my girlfriend we got an exccelent service and they did all in their power to make us happy with the fitting of our clothes,ShoppingTravel,1
one for sea lions and the other for birds tigers each show stays for 10 to 15 minutes,NatureTravel,0
one had to find one s way around this area in the day time its bustling with cars and buses so good to find a way to walk and reach one s destination especially if its shopping in malls like,ShoppingTravel,1
one needed minor alteration which was carried out and the three finished shirts were delivered,ShoppingTravel,1
one of better branches of central department malls,ShoppingTravel,1
one of big grocery is authentic and quality snack and 40 50 off market price easy notice crowd people around that shop for cheap and high quality of pistachio and maccademia shop,ShoppingTravel,1
one of few canals left to be used as a transportation route boats start next to wat saket and with a exchange stop at pratunam,NatureTravel,0
